AREA_TITLE,NAICS_TITLE,OCC_TITLE,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
Louisiana,Newspaper Publishers,All Occupations,47480,22210,27080,38730,62410,87490
Maine,Newspaper Publishers,All Occupations,46630,32610,36780,46410,51400,61970
Maryland,Newspaper Publishers,All Occupations,77500,36810,47480,63970,93690,123960
Maryland,Newspaper Publishers,Computer and Mathematical Occupations,96720,46060,67710,111400,114350,123110
Massachusetts,Newspaper Publishers,All Occupations,74710,36930,43410,61490,88560,133270
Massachusetts,Newspaper Publishers,Computer and Mathematical Occupations,134840,79100,110080,132180,169690,170920
Michigan,Newspaper Publishers,All Occupations,61550,27870,35880,47980,76880,107790
Minnesota,Newspaper Publishers,All Occupations,51900,29290,35470,45500,61660,76160
Mississippi,Newspaper Publishers,All Occupations,45040,21690,27950,37800,52580,77530
Missouri,Newspaper Publishers,All Occupations,50610,28600,30970,39710,56120,89800
Montana,Newspaper Publishers,All Occupations,47700,31840,35280,44410,54300,72480
Nebraska,Newspaper Publishers,All Occupations,46710,30890,36280,41550,47500,64880
Nevada,Newspaper Publishers,All Occupations,62740,31200,41400,51110,69990,99170
New Hampshire,Newspaper Publishers,All Occupations,51250,29200,34230,45510,56150,80560
New Jersey,Newspaper Publishers,All Occupations,73910,36050,43710,63020,85980,118540
New Mexico,Newspaper Publishers,All Occupations,55130,30060,35930,44180,58060,99180
New York,Newspaper Publishers,All Occupations,118840,43510,67430,105730,160340,207750
New York,Newspaper Publishers,Computer and Mathematical Occupations,140420,78350,110670,138660,174500,174500
New York,Newspaper Publishers,Data Scientists,126350,97300,104610,127990,140390,169380
North Carolina,Newspaper Publishers,All Occupations,49720,26780,31250,41630,59260,83020
North Dakota,Newspaper Publishers,All Occupations,51100,29950,37490,43710,60600,72850
Ohio,Newspaper Publishers,All Occupations,64560,28930,37120,49580,76970,108930
Ohio,Newspaper Publishers,Computer and Mathematical Occupations,109810,58700,102120,107660,134140,140220
Oklahoma,Newspaper Publishers,All Occupations,46860,22230,28890,36240,53250,83660
Oregon,Newspaper Publishers,All Occupations,46860,30070,32310,38240,55880,72510
Pennsylvania,Newspaper Publishers,All Occupations,50880,24960,31870,44650,58520,81900
Pennsylvania,Newspaper Publishers,Computer and Mathematical Occupations,73440,45930,49480,69690,86660,116860
Rhode Island,Newspaper Publishers,All Occupations,67930,41000,49880,66230,77570,95080
South Carolina,Newspaper Publishers,All Occupations,50670,22060,33530,42900,57080,83660
South Dakota,Newspaper Publishers,All Occupations,44850,30730,35380,43900,51940,60300
Tennessee,Newspaper Publishers,All Occupations,42730,22890,27940,35050,45380,70940
Tennessee,Newspaper Publishers,Computer and Mathematical Occupations,47350,22780,27270,40490,52300,75860
Texas,Newspaper Publishers,All Occupations,52240,26620,32010,43280,60360,86150
Texas,Newspaper Publishers,Computer and Mathematical Occupations,138960,65940,123050,137140,168920,175640
Utah,Newspaper Publishers,All Occupations,64550,34700,39210,57990,75920,101830
Vermont,Newspaper Publishers,All Occupations,50550,32260,38220,45330,55620,74150
Virginia,Newspaper Publishers,All Occupations,72680,31200,38500,50470,83800,136210
Virginia,Newspaper Publishers,Computer and Mathematical Occupations,112340,31200,40790,125040,170970,183240
Washington,Newspaper Publishers,All Occupations,83850,37890,46030,63160,94120,141390
Washington,Newspaper Publishers,Computer and Mathematical Occupations,132060,63810,79490,124570,161730,255920
West Virginia,Newspaper Publishers,All Occupations,37500,21390,24100,31770,45290,61270
Wisconsin,Newspaper Publishers,All Occupations,53180,29010,37420,45830,60780,84150
Wyoming,Newspaper Publishers,All Occupations,41930,25820,31220,36990,46550,64100
Puerto Rico,Newspaper Publishers,All Occupations,48620,22400,30460,44310,59660,78960
Alabama,Software Publishers,All Occupations,104880,47190,68330,79230,133440,185730
Alabama,Software Publishers,Computer and Mathematical Occupations,105540,48070,71590,99730,133580,174580
Alabama,Software Publishers,Data Scientists,117980,80210,102450,122290,129260,154660
Arizona,Software Publishers,All Occupations,115580,46370,68790,101100,146980,192030
Arizona,Software Publishers,Computer and Mathematical Occupations,119350,58700,79640,108610,154020,189990
Arkansas,Software Publishers,All Occupations,95500,40390,53100,79280,127150,171720
Arkansas,Software Publishers,Computer and Mathematical Occupations,95040,37700,59990,83860,124990,153630
California,Software Publishers,All Occupations,172150,78760,111770,167300,215380,283410
California,Software Publishers,Computer and Mathematical Occupations,168180,84400,126340,170570,213280,250540
California,Software Publishers,Computer and Information Research Scientists,186790,114990,136710,170180,203920,298320
California,Software Publishers,Database Administrators,125170,59350,73850,117160,155610,214830
California,Software Publishers,Database Architects,187090,122890,148230,176180,209990,276830
California,Software Publishers,Data Scientists,178620,117380,139150,174100,216480,269830
Colorado,Software Publishers,All Occupations,144080,64550,98180,134080,172070,218590
Colorado,Software Publishers,Computer and Mathematical Occupations,150110,77420,102660,150540,180300,216210
Colorado,Software Publishers,Database Architects,160800,113370,132350,170600,188890,202120
Colorado,Software Publishers,Data Scientists,147330,82060,109990,139290,201220,209500
Connecticut,Software Publishers,All Occupations,114840,47290,64270,92820,158660,213730
Connecticut,Software Publishers,Computer and Mathematical Occupations,113480,59290,80590,94030,143020,183720
Delaware,Software Publishers,All Occupations,151580,73730,100820,128930,232750,232750
Delaware,Software Publishers,Computer and Mathematical Occupations,177590,78310,102990,232750,232750,232750
District of Columbia,Software Publishers,All Occupations,146890,85930,100240,134050,176240,200510
District of Columbia,Software Publishers,Computer and Mathematical Occupations,138080,86200,96350,133290,177030,200320
Florida,Software Publishers,All Occupations,128140,51890,76310,113360,166550,218330
Florida,Software Publishers,Computer and Mathematical Occupations,130050,51550,77630,123550,169370,218330
Florida,Software Publishers,Database Architects,145600,123640,132520,152680,155880,168120
Florida,Software Publishers,Data Scientists,116160,50220,81170,129720,142160,155170
Georgia,Software Publishers,All Occupations,119670,52000,68990,103730,157840,200430
Georgia,Software Publishers,Computer and Mathematical Occupations,112590,52000,64600,105650,156310,172870
Georgia,Software Publishers,Database Administrators,138380,105040,121600,139160,169040,170150
Georgia,Software Publishers,Database Architects,137190,103390,122660,128280,152400,166460
Georgia,Software Publishers,Data Scientists,100600,61310,84280,90960,106730,133800
Idaho,Software Publishers,All Occupations,129250,63000,72080,114630,164120,237950
Idaho,Software Publishers,Computer and Mathematical Occupations,122590,67550,71030,127570,161680,165860
Illinois,Software Publishers,All Occupations,124390,55790,72790,115990,162880,208290
Illinois,Software Publishers,Computer and Mathematical Occupations,122570,61760,84360,122720,161410,193160
Illinois,Software Publishers,Database Administrators,72600,36830,36830,36830,124560,146640
Illinois,Software Publishers,Data Scientists,128960,81270,91390,130600,170000,185300
Indiana,Software Publishers,All Occupations,99960,45170,65230,93090,123880,165420
Indiana,Software Publishers,Computer and Mathematical Occupations,103580,52690,72790,97980,123170,171750
Indiana,Software Publishers,Data Scientists,117380,82070,91990,102480,104410,200700
Iowa,Software Publishers,All Occupations,104860,46550,62290,82220,129040,203040
Iowa,Software Publishers,Computer and Mathematical Occupations,98980,45950,62080,80680,121290,166990
Kansas,Software Publishers,All Occupations,136100,51570,77870,131150,159990,212700
Kansas,Software Publishers,Computer and Mathematical Occupations,110950,64900,74680,104350,138390,170530
Kansas,Software Publishers,Database Architects,114460,75140,80620,101090,126570,168290
Kentucky,Software Publishers,All Occupations,107010,47900,64990,82270,128100,185390
Kentucky,Software Publishers,Computer and Mathematical Occupations,122940,44230,75340,104180,138480,222180
Louisiana,Software Publishers,All Occupations,91150,34220,47250,77700,128210,157660
Louisiana,Software Publishers,Computer and Mathematical Occupations,100770,46790,52140,108260,130530,149290
Maine,Software Publishers,All Occupations,125190,64120,83760,105380,162560,201470
Maine,Software Publishers,Computer and Mathematical Occupations,123000,62200,91150,123790,162740,185130
Maryland,Software Publishers,All Occupations,139590,62060,92720,134960,175380,213300
Maryland,Software Publishers,Computer and Mathematical Occupations,149740,72210,101670,149280,191100,222360
Massachusetts,Software Publishers,All Occupations,159040,74480,101290,144810,202560,260110
Massachusetts,Software Publishers,Computer and Mathematical Occupations,150130,80740,124010,156730,173670,213130
Massachusetts,Software Publishers,Computer and Information Research Scientists,180540,123740,166440,169840,171500,221860
Massachusetts,Software Publishers,Database Administrators,155720,134760,139900,166900,166900,166900
Massachusetts,Software Publishers,Database Architects,181550,156670,162780,171270,209830,227810
Massachusetts,Software Publishers,Data Scientists,153010,101630,106050,163820,176730,217800
Michigan,Software Publishers,All Occupations,107070,50680,65750,101750,127240,172480
Michigan,Software Publishers,Computer and Mathematical Occupations,105230,53180,73370,98800,130630,171150
Michigan,Software Publishers,Database Architects,135740,104450,111830,134280,165140,176830
Michigan,Software Publishers,Data Scientists,100060,62390,67870,98730,124530,133300
Minnesota,Software Publishers,All Occupations,114400,51270,72280,100220,152600,187320
Minnesota,Software Publishers,Computer and Mathematical Occupations,109640,59230,73970,102850,152600,166170
Minnesota,Software Publishers,Data Scientists,170530,108510,163900,179640,179640,218680
Mississippi,Software Publishers,All Occupations,73120,38020,48120,61210,84390,132420
Mississippi,Software Publishers,Computer and Mathematical Occupations,66630,36080,40200,61210,80900,99530
Missouri,Software Publishers,All Occupations,104240,50810,66860,91870,130260,169530
Missouri,Software Publishers,Computer and Mathematical Occupations,115280,61380,78760,119710,136980,169310
Montana,Software Publishers,All Occupations,119520,51970,77850,114460,162400,171150
Montana,Software Publishers,Computer and Mathematical Occupations,116980,57050,95220,107790,165060,169180
Nebraska,Software Publishers,All Occupations,100200,49030,64050,93740,128860,161650
Nebraska,Software Publishers,Computer and Mathematical Occupations,95680,49250,65030,95540,126440,138940
Nebraska,Software Publishers,Database Architects,129140,83500,105710,134250,161650,161730
Nevada,Software Publishers,All Occupations,113650,45520,77570,91790,122920,208810
Nevada,Software Publishers,Database Architects,192040,189740,189740,189770,194880,196750
Nevada,Software Publishers,Data Scientists,75470,55220,55220,55220,97850,118800
New Hampshire,Software Publishers,All Occupations,146040,64570,95530,129940,173790,209010
New Hampshire,Software Publishers,Computer and Mathematical Occupations,141320,67260,99030,135160,169540,206970
New Jersey,Software Publishers,All Occupations,152060,63460,92920,142000,187930,269450
New Jersey,Software Publishers,Computer and Mathematical Occupations,143870,76010,94990,134620,172990,214770
New Jersey,Software Publishers,Database Architects,111590,94730,94730,97150,141220,156020
New Jersey,Software Publishers,Data Scientists,132240,108590,108590,144790,144790,167080
New Mexico,Software Publishers,All Occupations,139860,65200,101780,135720,194990,205410
New Mexico,Software Publishers,Computer and Mathematical Occupations,130040,83880,109650,128750,138650,168370
New York,Software Publishers,All Occupations,159440,77200,102210,151400,204990,276850
New York,Software Publishers,Computer and Mathematical Occupations,150270,79490,105130,144440,176450,216030
New York,Software Publishers,Computer and Information Research Scientists,227150,191370,205450,215500,272840,293340
New York,Software Publishers,Database Administrators,158860,64130,109500,170460,191050,211990
New York,Software Publishers,Database Architects,155610,144440,144440,144440,144990,209480
New York,Software Publishers,Data Scientists,148690,85250,100750,134140,176940,220410
North Carolina,Software Publishers,All Occupations,125110,55710,77440,118320,161670,203730
North Carolina,Software Publishers,Computer and Mathematical Occupations,120920,59520,81940,118620,159480,193540
North Carolina,Software Publishers,Database Administrators,126890,68150,97180,128220,150260,161800
North Carolina,Software Publishers,Database Architects,144340,80220,112480,146370,164910,202490
North Carolina,Software Publishers,Data Scientists,135320,80170,95550,133330,161900,192910
North Dakota,Software Publishers,All Occupations,89960,51460,62540,85110,111490,125000
North Dakota,Software Publishers,Computer and Mathematical Occupations,88680,60190,63060,85110,110570,121420
Ohio,Software Publishers,All Occupations,116410,50120,70930,102060,155810,190660
Ohio,Software Publishers,Computer and Mathematical Occupations,107750,58800,74990,101350,127840,176150
Ohio,Software Publishers,Data Scientists,91380,60000,60000,76900,101990,175850
Oklahoma,Software Publishers,All Occupations,102380,44470,69000,82900,153130,173330
Oklahoma,Software Publishers,Computer and Mathematical Occupations,96720,34670,64280,90040,111090,174910
Oregon,Software Publishers,All Occupations,129090,58990,80420,130320,162280,206560
Oregon,Software Publishers,Computer and Mathematical Occupations,123120,59060,82870,132030,156000,166250
Oregon,Software Publishers,Database Administrators,79000,64660,77210,77210,77210,101430
Oregon,Software Publishers,Data Scientists,106470,78110,78110,84290,134770,159360
Pennsylvania,Software Publishers,All Occupations,118640,57560,77000,104960,155320,192990
Pennsylvania,Software Publishers,Computer and Mathematical Occupations,116720,60160,79210,113550,155230,170690
Pennsylvania,Software Publishers,Data Scientists,120340,73440,82740,102750,160220,178140
Rhode Island,Software Publishers,All Occupations,154850,82040,103890,137200,212650,239690
Rhode Island,Software Publishers,Computer and Mathematical Occupations,127610,81950,93100,125930,167350,202550
South Carolina,Software Publishers,All Occupations,128200,62400,83680,123850,164220,191850
South Carolina,Software Publishers,Computer and Mathematical Occupations,133950,72140,98870,130180,177570,187500
South Carolina,Software Publishers,Database Architects,182460,128520,157690,169100,209380,225790
South Carolina,Software Publishers,Data Scientists,122090,64240,77470,115990,130180,171150
South Dakota,Software Publishers,All Occupations,126640,58830,101250,126440,145340,200240
South Dakota,Software Publishers,Computer and Mathematical Occupations,120530,61000,101300,126440,140830,152870
Tennessee,Software Publishers,All Occupations,105600,50440,63510,84810,132640,173220
Tennessee,Software Publishers,Computer and Mathematical Occupations,104180,63510,63510,84810,129570,170770
Tennessee,Software Publishers,Data Scientists,91520,47640,47640,93310,101820,132040
Texas,Software Publishers,All Occupations,135710,56400,77570,119690,163830,218680
Texas,Software Publishers,Computer and Mathematical Occupations,119540,59800,80180,122240,156420,173990
Texas,Software Publishers,Database Administrators,117470,45040,104700,131860,149610,159330
Texas,Software Publishers,Database Architects,147880,80850,122880,135790,175290,216030
Texas,Software Publishers,Data Scientists,115920,60440,72620,107100,160790,168690
Utah,Software Publishers,All Occupations,132580,60540,83980,125400,167190,212080
Utah,Software Publishers,Computer and Mathematical Occupations,130520,63520,88650,127440,167190,202660
Utah,Software Publishers,Database Architects,169400,100080,113960,164750,239990,239990
Utah,Software Publishers,Data Scientists,135240,79400,101120,135240,170240,182850
Vermont,Software Publishers,All Occupations,119700,49550,60150,104170,166520,209420
Vermont,Software Publishers,Computer and Mathematical Occupations,111190,49550,53490,83100,159490,209420
Vermont,Software Publishers,Data Scientists,127610,98450,131070,131820,131820,131820
Virginia,Software Publishers,All Occupations,136010,63500,89820,123720,169170,219990
Virginia,Software Publishers,Computer and Mathematical Occupations,134640,77750,102960,123720,166970,213060
Virginia,Software Publishers,Database Architects,112740,91630,96720,106010,118820,142750
Virginia,Software Publishers,Data Scientists,170270,61910,84500,167120,229340,288840
Washington,Software Publishers,All Occupations,165220,74330,129050,166540,211860,257960
Washington,Software Publishers,Computer and Mathematical Occupations,166750,75570,130690,166540,211860,255810
Washington,Software Publishers,Computer and Information Research Scientists,223030,177200,211270,221730,267060,275050
Washington,Software Publishers,Database Administrators,159060,82480,128710,169590,198840,204180
West Virginia,Software Publishers,All Occupations,114990,45480,59740,97510,166720,189910
West Virginia,Software Publishers,Computer and Mathematical Occupations,146700,55320,81110,166720,168620,204990
Wisconsin,Software Publishers,All Occupations,120230,59590,76600,103580,156030,198760
Wisconsin,Software Publishers,Computer and Mathematical Occupations,117380,65440,80820,107690,153810,166200
Wisconsin,Software Publishers,Database Administrators,131140,121830,129380,129380,129380,166150
Wisconsin,Software Publishers,Database Architects,160530,156030,159310,162550,162550,162550
Wyoming,Software Publishers,All Occupations,165950,71230,153090,153740,202820,249160
Wyoming,Software Publishers,Computer and Mathematical Occupations,180210,153090,153090,155110,204200,249160
Alabama,Broadcasting and Content Providers,All Occupations,60600,27990,38700,47580,69790,101950
Alaska,Broadcasting and Content Providers,All Occupations,71680,37380,45610,59040,81130,118770
Arizona,Broadcasting and Content Providers,All Occupations,92450,35830,47760,66350,123160,163010
Arizona,Broadcasting and Content Providers,Computer and Mathematical Occupations,103770,46570,63310,100140,135920,168860
Arkansas,Broadcasting and Content Providers,All Occupations,48120,25270,33610,39000,54390,80880
California,Broadcasting and Content Providers,All Occupations,155620,54750,80600,131010,208660,292240
California,Broadcasting and Content Providers,Computer and Mathematical Occupations,180720,91710,129900,173810,221770,276530
California,Broadcasting and Content Providers,Computer and Information Research Scientists,221200,147340,170830,219610,303830,315700
California,Broadcasting and Content Providers,Database Administrators,152850,98840,120390,124230,199670,227630
California,Broadcasting and Content Providers,Database Architects,213350,142310,170150,212750,219020,285740
California,Broadcasting and Content Providers,Statisticians,197380,111370,158290,215760,259860,265290
California,Broadcasting and Content Providers,Data Scientists,194590,101890,163600,202200,221870,279700
Colorado,Broadcasting and Content Providers,All Occupations,97070,43670,51710,79170,123240,172810
Colorado,Broadcasting and Content Providers,Computer and Mathematical Occupations,134250,72490,103740,135130,167010,195620
Connecticut,Broadcasting and Content Providers,All Occupations,112150,46200,57360,83550,127620,181750
Connecticut,Broadcasting and Content Providers,Computer and Mathematical Occupations,93190,39330,53240,79030,122090,167740
Delaware,Broadcasting and Content Providers,All Occupations,77980,36410,52280,71850,94890,137930
District of Columbia,Broadcasting and Content Providers,All Occupations,137040,59990,81980,106310,149330,215700
District of Columbia,Broadcasting and Content Providers,Computer and Mathematical Occupations,139260,76680,96930,133070,166320,216780
Florida,Broadcasting and Content Providers,All Occupations,84570,36460,46990,65010,98720,153000
Florida,Broadcasting and Content Providers,Computer and Mathematical Occupations,114520,47920,65930,103740,153780,207770
Georgia,Broadcasting and Content Providers,All Occupations,91090,36000,49130,74720,105140,164430
Georgia,Broadcasting and Content Providers,Computer and Mathematical Occupations,112560,46060,71800,119100,141060,163520
Georgia,Broadcasting and Content Providers,Data Scientists,126880,100190,120830,134390,134480,135050
Hawaii,Broadcasting and Content Providers,All Occupations,88510,38260,48780,62400,98730,178140
Hawaii,Broadcasting and Content Providers,Computer and Mathematical Occupations,175050,151970,151970,155570,219050,219070
Idaho,Broadcasting and Content Providers,All Occupations,66320,31310,39850,50010,74660,114750
Illinois,Broadcasting and Content Providers,All Occupations,92340,36170,46030,76740,113630,172350
Illinois,Broadcasting and Content Providers,Computer and Mathematical Occupations,102400,61380,76780,83650,129990,166130
Indiana,Broadcasting and Content Providers,All Occupations,62930,31520,37630,48340,74410,107590
Indiana,Broadcasting and Content Providers,Computer and Mathematical Occupations,77940,35390,46850,63980,99110,122490
Iowa,Broadcasting and Content Providers,All Occupations,58600,30380,38180,48890,68090,100720
Iowa,Broadcasting and Content Providers,Computer and Mathematical Occupations,70610,37110,39720,63030,87500,130570
Kansas,Broadcasting and Content Providers,All Occupations,63010,28080,35620,47170,70840,136490
Kansas,Broadcasting and Content Providers,Computer and Mathematical Occupations,69600,34110,48100,55120,99990,103290
Kentucky,Broadcasting and Content Providers,All Occupations,62280,25700,39550,50380,71210,103730
Louisiana,Broadcasting and Content Providers,All Occupations,60880,28730,38110,49130,72200,113640
Louisiana,Broadcasting and Content Providers,Computer and Mathematical Occupations,88500,37440,45770,77710,147660,165190
Maine,Broadcasting and Content Providers,All Occupations,62230,33830,41390,49090,70240,100420
Maryland,Broadcasting and Content Providers,All Occupations,89940,37380,50030,72200,101680,163950
Maryland,Broadcasting and Content Providers,Computer and Mathematical Occupations,149010,51220,76820,102460,285480,293000
Massachusetts,Broadcasting and Content Providers,All Occupations,102420,42550,52700,79930,126630,201590
Massachusetts,Broadcasting and Content Providers,Computer and Mathematical Occupations,172340,75820,100560,168880,259270,290500
Michigan,Broadcasting and Content Providers,All Occupations,76810,30960,39690,60990,93400,144420
Michigan,Broadcasting and Content Providers,Computer and Mathematical Occupations,70480,42660,50220,58440,92790,125220
Minnesota,Broadcasting and Content Providers,All Occupations,69240,31540,37350,50380,79780,118300
Minnesota,Broadcasting and Content Providers,Computer and Mathematical Occupations,91160,36020,67300,79280,105070,145450
Mississippi,Broadcasting and Content Providers,All Occupations,57630,23310,33000,44570,61930,119280
Missouri,Broadcasting and Content Providers,All Occupations,66710,34460,45660,53970,78970,107540
Missouri,Broadcasting and Content Providers,Computer and Mathematical Occupations,90250,51770,62330,83780,105540,134020
Montana,Broadcasting and Content Providers,All Occupations,55870,30140,35470,48250,69110,97360
Montana,Broadcasting and Content Providers,Computer and Mathematical Occupations,76930,62290,69110,69990,70990,124070
Nebraska,Broadcasting and Content Providers,All Occupations,66490,33280,42560,55730,78110,114910
Nebraska,Broadcasting and Content Providers,Computer and Mathematical Occupations,78990,47390,58590,76420,92270,138850
Nevada,Broadcasting and Content Providers,All Occupations,79480,36940,44350,62110,99990,136480
Nevada,Broadcasting and Content Providers,Computer and Mathematical Occupations,124540,59060,75110,105880,190520,195670
New Hampshire,Broadcasting and Content Providers,All Occupations,73270,37590,45390,62540,78630,123710
New Jersey,Broadcasting and Content Providers,All Occupations,150970,56270,86780,145310,200360,274890
New Jersey,Broadcasting and Content Providers,Computer and Mathematical Occupations,171170,94740,131120,167450,217820,270660
New Jersey,Broadcasting and Content Providers,Database Architects,114340,86780,98210,98470,131540,166930
New Jersey,Broadcasting and Content Providers,Data Scientists,174460,131330,137480,167450,214130,220210
New Mexico,Broadcasting and Content Providers,All Occupations,64200,26590,36280,47950,73660,127950
New York,Broadcasting and Content Providers,All Occupations,156680,59660,81660,128480,174990,279910
New York,Broadcasting and Content Providers,Computer and Mathematical Occupations,162770,78540,124350,167440,210200,224550
New York,Broadcasting and Content Providers,Database Architects,147230,104260,104350,131180,180440,212360
New York,Broadcasting and Content Providers,Data Scientists,170510,100410,133660,167010,214080,223690
North Carolina,Broadcasting and Content Providers,All Occupations,82710,33540,45420,61950,96170,155990
North Carolina,Broadcasting and Content Providers,Computer and Mathematical Occupations,131510,57920,76940,128750,173810,214040
North Dakota,Broadcasting and Content Providers,All Occupations,65510,29870,38820,52700,79210,105210
Ohio,Broadcasting and Content Providers,All Occupations,74220,31470,43700,61620,83760,129640
Ohio,Broadcasting and Content Providers,Computer and Mathematical Occupations,94880,46880,67310,89220,107160,132700
Oklahoma,Broadcasting and Content Providers,All Occupations,63230,29540,38180,50190,76500,102990
Oregon,Broadcasting and Content Providers,All Occupations,89300,38520,48000,70720,99840,153030
Oregon,Broadcasting and Content Providers,Computer and Mathematical Occupations,102250,61970,78250,100170,119470,139530
Oregon,Broadcasting and Content Providers,Data Scientists,98390,77770,80790,109320,110300,114610
Pennsylvania,Broadcasting and Content Providers,All Occupations,84890,31190,46210,64960,100600,159520
Pennsylvania,Broadcasting and Content Providers,Computer and Mathematical Occupations,111860,33300,48250,120680,160290,169630
Rhode Island,Broadcasting and Content Providers,All Occupations,85660,36440,47350,67090,104550,149800
South Carolina,Broadcasting and Content Providers,All Occupations,68380,30960,38760,47680,79250,133930
South Carolina,Broadcasting and Content Providers,Computer and Mathematical Occupations,120190,66410,78380,134290,149780,160100
South Dakota,Broadcasting and Content Providers,All Occupations,58670,29480,37070,46080,63650,110230
Tennessee,Broadcasting and Content Providers,All Occupations,71900,30840,40440,57340,80300,132380
Tennessee,Broadcasting and Content Providers,Computer and Mathematical Occupations,89170,47230,53260,67020,130410,183580
Texas,Broadcasting and Content Providers,All Occupations,82370,34920,43200,58890,97340,160240
Texas,Broadcasting and Content Providers,Computer and Mathematical Occupations,110480,52600,64460,119390,136480,165890
Texas,Broadcasting and Content Providers,Data Scientists,115500,39670,79400,115330,155930,183190
Utah,Broadcasting and Content Providers,All Occupations,81400,35290,45850,61800,100160,165990
Utah,Broadcasting and Content Providers,Computer and Mathematical Occupations,137050,72760,93160,138370,170260,196160
Vermont,Broadcasting and Content Providers,All Occupations,75640,34330,42430,51400,82470,127490
Virginia,Broadcasting and Content Providers,All Occupations,80610,35950,45620,62490,99410,143080
Virginia,Broadcasting and Content Providers,Computer and Mathematical Occupations,110550,58170,76020,107190,143080,168200
Washington,Broadcasting and Content Providers,All Occupations,180670,59030,92680,161510,213250,345400
Washington,Broadcasting and Content Providers,Computer and Mathematical Occupations,199220,84060,129330,168590,213600,345400
Washington,Broadcasting and Content Providers,Statisticians,143100,101020,123080,133610,167290,181370
Washington,Broadcasting and Content Providers,Data Scientists,205210,75290,129680,171390,214690,394480
West Virginia,Broadcasting and Content Providers,All Occupations,57900,25410,33540,41650,67250,100560
West Virginia,Broadcasting and Content Providers,Computer and Mathematical Occupations,92950,41680,52070,67660,132750,168280
Wisconsin,Broadcasting and Content Providers,All Occupations,72210,34040,41600,60510,87560,125830
Wisconsin,Broadcasting and Content Providers,Computer and Mathematical Occupations,91930,46910,57570,84340,108540,139200
Wyoming,Broadcasting and Content Providers,All Occupations,53540,27850,33330,44540,60880,85680
Guam,Broadcasting and Content Providers,All Occupations,37240,22110,25310,28460,44130,63430
Puerto Rico,Broadcasting and Content Providers,All Occupations,46400,22160,24560,33990,47210,68080
Puerto Rico,Broadcasting and Content Providers,Computer and Mathematical Occupations,38670,22370,30600,31790,40210,58640
Alabama,Radio and Television Broadcasting Stations,All Occupations,60220,27990,38840,47360,66700,101320
Alaska,Radio and Television Broadcasting Stations,All Occupations,71490,37310,45230,58500,79420,122820
Arizona,Radio and Television Broadcasting Stations,All Occupations,84490,34400,41800,60270,93880,165740
Arizona,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,91470,62290,69020,87620,109990,142650
Arkansas,Radio and Television Broadcasting Stations,All Occupations,47640,25550,33770,40860,56890,77570
California,Radio and Television Broadcasting Stations,All Occupations,98350,37940,48550,74380,111000,170920
California,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,92470,47920,61320,79800,110880,155470
Colorado,Radio and Television Broadcasting Stations,All Occupations,74730,37440,44890,59580,84540,125240
Connecticut,Radio and Television Broadcasting Stations,All Occupations,76040,34680,46200,58830,83240,138710
District of Columbia,Radio and Television Broadcasting Stations,All Occupations,123330,50090,74700,104270,141410,215300
District of Columbia,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,117730,72670,91540,122080,133070,164860
Florida,Radio and Television Broadcasting Stations,All Occupations,78390,34190,42040,61390,95070,133340
Florida,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,114390,52370,74230,97550,164900,201820
Georgia,Radio and Television Broadcasting Stations,All Occupations,88660,34210,47010,73800,99580,164590
Georgia,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,91430,67170,67300,76480,98580,141060
Hawaii,Radio and Television Broadcasting Stations,All Occupations,78970,38260,48530,61550,82420,140320
Idaho,Radio and Television Broadcasting Stations,All Occupations,59620,30960,38740,47180,65660,98630
Illinois,Radio and Television Broadcasting Stations,All Occupations,92680,34810,45370,78190,110340,164400
Illinois,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,96990,45690,75660,90720,137010,142460
Indiana,Radio and Television Broadcasting Stations,All Occupations,58010,29330,36750,46290,64640,97260
Iowa,Radio and Television Broadcasting Stations,All Occupations,58580,31040,38410,48990,66270,100720
Kansas,Radio and Television Broadcasting Stations,All Occupations,53320,27510,34040,42750,58530,102330
Kentucky,Radio and Television Broadcasting Stations,All Occupations,59370,25000,37670,49930,67700,98490
Louisiana,Radio and Television Broadcasting Stations,All Occupations,59470,25350,35570,47390,71890,108300
Louisiana,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,61990,37380,41080,55780,73950,93410
Maine,Radio and Television Broadcasting Stations,All Occupations,62420,33440,41190,48730,72350,101090
Maryland,Radio and Television Broadcasting Stations,All Occupations,93480,45860,55760,76690,102950,163930
Maryland,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,100390,60680,73480,106780,121660,137400
Massachusetts,Radio and Television Broadcasting Stations,All Occupations,89360,39940,48260,75820,104390,158340
Massachusetts,Radio and Television Broadcasting Stations,Computer and Mathematical Occupations,101460,64250,81750,96570,108380,159120
Michigan,Radio and Television Broadcasting Stations,All Occupations,64870,28780,36480,48340,76170,122540
Minnesota,Radio and Television Broadcasting Stations,All Occupations,70440,31450,36820,49970,78800,133750
