AREA_TITLE,NAICS_TITLE,OCC_TITLE,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
Alabama,Information,All Occupations,77490,31000,43890,63020,95630,152460
Alabama,Information,Computer and Mathematical Occupations,109620,46570,71430,104670,145210,173930
Alabama,Information,Data Scientists,111890,64620,83860,121640,129260,154660
Alaska,Information,All Occupations,87980,38800,57650,88100,103730,132520
Alaska,Information,Computer and Mathematical Occupations,99360,50490,84460,102880,105710,134120
Arizona,Information,All Occupations,91730,35680,48510,76640,123280,168010
Arizona,Information,Computer and Mathematical Occupations,104240,48740,62760,97380,133370,170760
Arizona,Information,Database Administrators,102440,84450,92790,104280,104280,126290
Arizona,Information,Database Architects,168550,114150,127230,189190,204000,204000
Arizona,Information,Data Scientists,102040,48520,73690,105310,126820,147920
Arkansas,Information,All Occupations,65810,27590,36110,52290,82670,123860
Arkansas,Information,Computer and Mathematical Occupations,82700,29750,45710,75490,108490,149440
California,Information,All Occupations,152700,49350,80300,133440,210350,285970
California,Information,Computer and Mathematical Occupations,179780,87380,131010,176540,217670,275870
California,Information,Computer and Information Research Scientists,226630,138720,186950,218560,292260,310610
California,Information,Database Administrators,127940,84000,102590,112880,149820,202860
California,Information,Database Architects,182020,97380,143950,179910,216350,269560
California,Information,Statisticians,185640,71810,124810,215640,255100,265290
California,Information,Data Scientists,186150,102600,146000,178430,219540,274180
Colorado,Information,All Occupations,118800,48310,73240,103610,159240,206650
Colorado,Information,Computer and Mathematical Occupations,136530,74410,98420,131670,167250,207810
Colorado,Information,Database Administrators,132250,101220,108830,134590,152100,162230
Colorado,Information,Database Architects,162850,122260,134990,158490,184780,211510
Colorado,Information,Data Scientists,129840,76510,99470,120190,154750,209500
Connecticut,Information,All Occupations,111530,41600,60330,88250,138020,198880
Connecticut,Information,Computer and Mathematical Occupations,116030,59640,80850,108960,144730,178210
Connecticut,Information,Database Administrators,95400,74310,78570,82920,120220,131230
Connecticut,Information,Data Scientists,78410,39330,39330,50270,79030,153340
Delaware,Information,All Occupations,91790,34650,44390,77810,119660,170120
Delaware,Information,Computer and Mathematical Occupations,137030,61900,81650,122880,217280,232750
Delaware,Information,Data Scientists,229500,232750,232750,232750,232750,232750
District of Columbia,Information,All Occupations,131890,56690,80800,107860,164040,214640
District of Columbia,Information,Computer and Mathematical Occupations,142260,82050,98820,133290,174480,209470
District of Columbia,Information,Data Scientists,187150,110150,174470,184540,226480,264230
Florida,Information,All Occupations,95220,37490,49000,76510,123390,171660
Florida,Information,Computer and Mathematical Occupations,120080,52370,76810,107780,162280,207290
Florida,Information,Computer and Information Research Scientists,136860,62470,63630,100600,208170,215590
Florida,Information,Database Administrators,116560,69990,81230,125000,139210,157170
Florida,Information,Database Architects,136410,95470,97700,129000,162160,202810
Florida,Information,Data Scientists,127810,81170,95910,127450,132220,165150
Georgia,Information,All Occupations,102550,37790,57500,90340,133730,173340
Georgia,Information,Computer and Mathematical Occupations,115900,57480,80350,110360,149110,171430
Georgia,Information,Database Administrators,118880,75200,102070,122530,139160,162050
Georgia,Information,Database Architects,162300,125170,138360,163380,187410,187410
Georgia,Information,Data Scientists,103730,66580,80300,90970,123930,150850
Hawaii,Information,All Occupations,93880,33370,48700,75670,101090,151980
Hawaii,Information,Computer and Mathematical Occupations,118060,51500,71440,104810,151820,245200
Idaho,Information,All Occupations,82630,32840,45460,64680,96770,162340
Idaho,Information,Computer and Mathematical Occupations,102960,49930,67550,87720,140830,165510
Illinois,Information,All Occupations,99430,36820,56060,81770,130200,173650
Illinois,Information,Computer and Mathematical Occupations,117300,59000,78980,106460,154170,176830
Illinois,Information,Database Administrators,107120,36830,80510,119890,132660,148780
Illinois,Information,Database Architects,131890,92790,108280,131420,141240,187520
Illinois,Information,Data Scientists,142260,83180,123130,141430,167660,184070
Illinois,Information,"Mathematical Science Occupations, All Other",100430,57790,69720,79820,147070,161680
Indiana,Information,All Occupations,73330,28840,39780,60040,88710,130260
Indiana,Information,Computer and Mathematical Occupations,95980,47290,63860,85570,122520,150220
Indiana,Information,Database Architects,137530,99260,115900,137950,163430,169750
Indiana,Information,Data Scientists,106870,73130,84900,97490,134470,134470
Iowa,Information,All Occupations,71010,30030,42730,59520,83720,126960
Iowa,Information,Computer and Mathematical Occupations,91420,47330,60610,80510,110640,151530
Iowa,Information,Database Administrators,113440,73580,73730,76200,164630,169240
Iowa,Information,Data Scientists,65530,47120,53980,66910,82050,83650
Kansas,Information,All Occupations,84760,32710,45570,64930,106990,159990
Kansas,Information,Computer and Mathematical Occupations,100460,52060,73160,94950,128970,158970
Kansas,Information,Database Architects,114670,75140,91730,101090,135100,162980
Kentucky,Information,All Occupations,74060,30520,43240,61570,87360,130910
Kentucky,Information,Computer and Mathematical Occupations,111680,47900,68000,97710,132540,185040
Kentucky,Information,Data Scientists,92190,65590,67120,84510,107420,140390
Louisiana,Information,All Occupations,75320,29020,41580,61300,92160,128910
Louisiana,Information,Computer and Mathematical Occupations,112980,47250,56490,89210,128210,149290
Louisiana,Information,Data Scientists,122140,107840,125230,128210,128210,130530
Maine,Information,All Occupations,83820,37190,48140,70880,99990,160340
Maine,Information,Computer and Mathematical Occupations,115900,56070,79300,105380,158690,185130
Maine,Information,Data Scientists,112010,71510,100060,119870,127510,135290
Maryland,Information,All Occupations,105700,40400,60170,92720,134490,181020
Maryland,Information,Computer and Mathematical Occupations,124010,57500,80150,116990,160070,205770
Maryland,Information,Database Administrators,121470,77210,123730,123730,123730,164270
Maryland,Information,Database Architects,161080,117500,133630,153790,190990,220910
Maryland,Information,Data Scientists,153100,92510,107870,138200,205820,227250
Massachusetts,Information,All Occupations,135560,50400,78400,124920,172630,229870
Massachusetts,Information,Computer and Mathematical Occupations,154550,81400,110900,158300,178010,214640
Massachusetts,Information,Computer and Information Research Scientists,205550,123710,124120,169840,203470,461270
Massachusetts,Information,Database Administrators,149760,124970,137020,160290,162010,166900
Massachusetts,Information,Database Architects,191310,155260,162780,204990,220910,220910
Massachusetts,Information,Data Scientists,151060,100660,123440,138530,173820,216930
Michigan,Information,All Occupations,84010,33530,47200,72700,104260,157110
Michigan,Information,Computer and Mathematical Occupations,102400,48960,63230,96300,130730,171000
Michigan,Information,Database Administrators,80990,39970,50680,73370,107410,120710
Michigan,Information,Database Architects,146370,99630,114910,141140,175260,208490
Michigan,Information,Data Scientists,99610,51240,64420,96620,125220,161030
Minnesota,Information,All Occupations,89130,36720,49340,74260,106360,165380
Minnesota,Information,Computer and Mathematical Occupations,108670,53240,73970,101340,147650,167070
Minnesota,Information,Database Administrators,118990,72430,103410,128060,133570,170330
Minnesota,Information,Database Architects,163450,123610,142450,167350,172390,206320
Minnesota,Information,Data Scientists,127400,48870,56450,151070,179640,199520
Mississippi,Information,All Occupations,58870,25770,35270,48470,70840,97260
Mississippi,Information,Computer and Mathematical Occupations,72130,36580,45980,63120,89220,115700
Missouri,Information,All Occupations,90000,36270,47880,77190,123740,167180
Missouri,Information,Computer and Mathematical Occupations,113020,57490,77600,106600,135210,167580
Missouri,Information,Database Administrators,111470,76230,99110,107050,131050,146990
Missouri,Information,Database Architects,108880,66830,73360,115420,137560,162430
Missouri,Information,Data Scientists,98880,59480,77090,97670,127500,134550
Montana,Information,All Occupations,76220,31840,44330,62930,92950,134990
Montana,Information,Computer and Mathematical Occupations,111660,54230,69120,101460,137520,190750
Montana,Information,Data Scientists,69910,69110,69110,69990,70990,70990
Nebraska,Information,All Occupations,80970,37230,47140,66710,102680,138980
Nebraska,Information,Computer and Mathematical Occupations,91780,49030,61050,83190,112430,137580
Nebraska,Information,Database Administrators,116160,53990,82270,137400,141680,160350
Nebraska,Information,Database Architects,131750,94870,104360,134250,161650,171940
Nebraska,Information,Data Scientists,100380,76130,79690,100010,106550,129370
Nevada,Information,All Occupations,92910,34310,48200,78240,106230,173710
Nevada,Information,Computer and Mathematical Occupations,119170,56070,78340,99250,152870,200190
Nevada,Information,Database Architects,191560,169040,189740,200190,200190,205600
New Hampshire,Information,All Occupations,102530,37130,53750,87110,131050,185900
New Hampshire,Information,Computer and Mathematical Occupations,126830,59850,80730,127260,164940,203340
New Hampshire,Information,Data Scientists,113910,77020,91940,128610,128610,128610
New Jersey,Information,All Occupations,127040,46840,74610,105340,168400,216320
New Jersey,Information,Computer and Mathematical Occupations,142480,78580,98380,134900,172990,214750
New Jersey,Information,Computer and Information Research Scientists,208100,140300,170890,170890,297000,321070
New Jersey,Information,Database Administrators,141650,92970,116010,147190,165980,174890
New Jersey,Information,Database Architects,120530,86780,94730,98470,141220,168010
New Jersey,Information,Data Scientists,144690,101420,110180,143440,167450,208690
New Mexico,Information,All Occupations,69160,28920,41650,54620,82020,127930
New Mexico,Information,Computer and Mathematical Occupations,100410,48810,60830,97480,130530,149500
New Mexico,Information,Data Scientists,107890,107540,107540,107540,107540,124130
New York,Information,All Occupations,134950,48440,74560,108410,170050,221570
New York,Information,Computer and Mathematical Occupations,149650,76040,103050,144440,180980,218180
New York,Information,Computer and Information Research Scientists,228900,172040,203950,207580,289900,293420
New York,Information,Database Administrators,141790,81910,109500,137630,169180,208270
New York,Information,Database Architects,145350,81250,127210,144440,168910,200130
New York,Information,Data Scientists,151360,80970,108150,153940,181960,215070
North Carolina,Information,All Occupations,97660,37720,50970,79470,130200,175250
North Carolina,Information,Computer and Mathematical Occupations,112360,47410,72090,103870,142240,179400
North Carolina,Information,Computer and Information Research Scientists,143990,110320,127780,132760,157810,172430
North Carolina,Information,Database Administrators,124510,68860,97240,131470,153270,164020
North Carolina,Information,Database Architects,143240,79080,112120,146300,165410,199340
North Carolina,Information,Data Scientists,104060,67870,67900,90470,131230,148610
North Dakota,Information,All Occupations,78400,34900,48970,72520,98080,123670
North Dakota,Information,Computer and Mathematical Occupations,91120,60190,68890,86410,106650,121420
Ohio,Information,All Occupations,87900,36560,49720,76560,106390,158810
Ohio,Information,Computer and Mathematical Occupations,102840,54680,73060,97330,127760,165770
Ohio,Information,Database Administrators,128550,69890,110420,131910,157430,169970
Ohio,Information,Database Architects,160500,101660,141400,168950,174390,205910
Ohio,Information,Data Scientists,104210,60000,73840,91270,143700,147360
Oklahoma,Information,All Occupations,70830,29030,39530,61340,85420,126170
Oklahoma,Information,Computer and Mathematical Occupations,86650,46040,62520,77570,100820,143670
Oklahoma,Information,Database Administrators,103540,74140,81040,99300,115750,150540
Oklahoma,Information,Database Architects,170160,118350,169800,185600,186900,186900
Oklahoma,Information,Data Scientists,81020,58430,68580,68580,80350,138170
Oregon,Information,All Occupations,103540,41870,58300,85550,137970,177240
Oregon,Information,Computer and Mathematical Occupations,114690,55350,76060,107240,156000,165730
Oregon,Information,Database Administrators,95070,67240,77210,94300,112350,130000
Oregon,Information,Database Architects,134990,107640,111300,129990,143410,173880
Oregon,Information,Data Scientists,111480,78110,78110,99390,134770,171030
Pennsylvania,Information,All Occupations,94870,32610,48590,79490,126890,170450
Pennsylvania,Information,Computer and Mathematical Occupations,114430,55040,76660,106040,153820,172400
Pennsylvania,Information,Database Administrators,98580,45740,77380,96340,119190,158590
Pennsylvania,Information,Database Architects,140020,66920,126130,148230,167160,188310
Pennsylvania,Information,Data Scientists,129660,73440,85490,126550,166750,205180
Rhode Island,Information,All Occupations,105430,39520,59380,97680,127880,201090
Rhode Island,Information,Computer and Mathematical Occupations,119390,61330,85260,123590,149800,184480
South Carolina,Information,All Occupations,88750,37300,46730,75390,110500,164240
South Carolina,Information,Computer and Mathematical Occupations,116200,60510,79570,102960,141770,177570
South Carolina,Information,Database Administrators,101500,66360,77700,105870,115950,129920
South Carolina,Information,Database Architects,173160,118710,137210,167660,208710,222400
South Carolina,Information,Data Scientists,116650,69990,81720,100440,134380,200230
South Dakota,Information,All Occupations,67410,31060,40430,55700,81190,115930
South Dakota,Information,Computer and Mathematical Occupations,84850,42970,58650,78470,106230,144800
Tennessee,Information,All Occupations,86880,34520,49150,71040,106660,160220
Tennessee,Information,Computer and Mathematical Occupations,102950,61110,63510,91780,129570,163900
Tennessee,Information,Database Administrators,74470,64570,74570,74570,74570,79000
Tennessee,Information,Statisticians,138110,88990,139990,145240,155370,155370
Tennessee,Information,Data Scientists,89390,60200,69540,87930,101240,131790
Texas,Information,All Occupations,96320,34040,47090,77910,129450,172490
Texas,Information,Computer and Mathematical Occupations,120620,59990,81350,122450,156780,173270
Texas,Information,Computer and Information Research Scientists,202450,129240,154700,160000,245770,370600
Texas,Information,Database Administrators,113740,43440,97390,122060,139740,160470
Texas,Information,Database Architects,154150,127970,138860,151370,163080,189330
Texas,Information,Statisticians,86020,41240,72470,78270,114590,124280
Texas,Information,Data Scientists,115220,64300,77910,105100,154840,169050
Utah,Information,All Occupations,104950,36800,53810,91980,138340,182530
Utah,Information,Computer and Mathematical Occupations,123610,58070,80330,124970,163610,184280
Utah,Information,Database Architects,155230,87240,115280,131300,206890,239990
Utah,Information,Data Scientists,138350,81160,113610,157060,157060,170840
Vermont,Information,All Occupations,92180,37260,49410,71030,111630,168610
Vermont,Information,Computer and Mathematical Occupations,117110,52970,66780,101110,156110,209420
Vermont,Information,Data Scientists,130660,115230,131820,131820,131820,158840
Virginia,Information,All Occupations,106300,38990,57760,94800,135420,189290
Virginia,Information,Computer and Mathematical Occupations,124110,64290,81380,122500,163090,187780
Virginia,Information,Computer and Information Research Scientists,224010,174990,230630,230630,232140,270670
Virginia,Information,Database Administrators,121850,80160,96310,101610,161840,178460
Virginia,Information,Database Architects,161030,110190,129320,163020,195540,213780
Virginia,Information,Data Scientists,136320,38590,85490,127120,170880,229370
Washington,Information,All Occupations,155040,60410,95850,165220,209220,240440
Washington,Information,Computer and Mathematical Occupations,167870,75190,129690,166540,211860,255810
Washington,Information,Computer and Information Research Scientists,210640,131530,168300,211270,267060,281050
Washington,Information,Database Administrators,156220,84730,128710,169590,178920,204180
Washington,Information,Database Architects,115070,101970,101970,101970,101970,173030
Washington,Information,Statisticians,143380,85670,101760,134320,181370,195350
Washington,Information,Data Scientists,178810,78080,134150,168230,210370,259730
West Virginia,Information,All Occupations,73860,27710,39600,64230,92120,125840
West Virginia,Information,Computer and Mathematical Occupations,110200,52820,64500,99250,164040,167740
Wisconsin,Information,All Occupations,92600,38220,50980,78840,122150,166200
Wisconsin,Information,Computer and Mathematical Occupations,112290,62640,77470,101970,133860,166200
Wisconsin,Information,Database Administrators,121370,88540,103990,129380,129380,157080
Wisconsin,Information,Database Architects,154530,148560,158380,162550,162550,162550
Wisconsin,Information,Data Scientists,134660,98580,123260,133860,164580,167600
Wyoming,Information,All Occupations,73470,29230,37690,55780,87460,153090
Wyoming,Information,Computer and Mathematical Occupations,130870,52760,77810,150550,155110,247470
Guam,Information,All Occupations,47430,23800,28290,36600,55380,87920
Guam,Information,Computer and Mathematical Occupations,47640,26840,29460,35460,53840,104820
Puerto Rico,Information,All Occupations,47490,21840,27460,36030,51600,82280
Puerto Rico,Information,Computer and Mathematical Occupations,54680,26920,31760,49350,65230,94790
Virgin Islands,Information,All Occupations,60310,27450,38160,51450,67910,95390
Virgin Islands,Information,Computer and Mathematical Occupations,70910,44900,52260,63490,90750,101710
Alabama,Motion Picture and Sound Recording Industries,All Occupations,44810,20910,21900,28220,51870,83230
Alabama,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,142070,76510,149990,163520,163520,163520
Alaska,Motion Picture and Sound Recording Industries,All Occupations,40800,28250,31200,35480,43680,54940
Arizona,Motion Picture and Sound Recording Industries,All Occupations,53370,30580,31600,37060,48470,92990
Arkansas,Motion Picture and Sound Recording Industries,All Occupations,37440,22950,24770,28050,43550,65520
California,Motion Picture and Sound Recording Industries,All Occupations,124790,36960,50940,96810,157920,297740
California,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,121910,62220,78000,101740,164920,202910
California,Motion Picture and Sound Recording Industries,Database Administrators,142620,91510,98690,159100,161020,163420
California,Motion Picture and Sound Recording Industries,Database Architects,123680,51470,51480,130890,181120,205690
California,Motion Picture and Sound Recording Industries,Data Scientists,125150,52570,75130,124980,180550,200830
Colorado,Motion Picture and Sound Recording Industries,All Occupations,68710,31090,35080,45390,78570,139370
Colorado,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,144960,78570,99480,158140,191980,191980
Connecticut,Motion Picture and Sound Recording Industries,All Occupations,112700,34750,45240,80010,140590,212430
Connecticut,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,106450,44440,71030,102000,137660,172850
Delaware,Motion Picture and Sound Recording Industries,All Occupations,58930,31200,31200,36130,52660,106310
District of Columbia,Motion Picture and Sound Recording Industries,All Occupations,93930,36400,48540,81140,107990,172790
Florida,Motion Picture and Sound Recording Industries,All Occupations,63490,28310,29710,45620,75780,123330
Florida,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,87650,47450,56480,77080,115890,135730
Georgia,Motion Picture and Sound Recording Industries,All Occupations,80610,25200,34860,65290,100980,153000
Georgia,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,86960,47170,61760,79470,109950,135260
Idaho,Motion Picture and Sound Recording Industries,All Occupations,40810,22610,27060,32720,39540,75120
Illinois,Motion Picture and Sound Recording Industries,All Occupations,59470,31200,31390,39890,75660,102750
Illinois,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,87890,33040,58180,62440,68300,245510
Indiana,Motion Picture and Sound Recording Industries,All Occupations,40090,22130,23400,27440,45020,70290
Indiana,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,60280,48620,50480,55970,59140,88990
Iowa,Motion Picture and Sound Recording Industries,All Occupations,32190,16820,21510,26280,35490,56990
Kansas,Motion Picture and Sound Recording Industries,All Occupations,36450,22870,25620,29150,39950,64300
Kentucky,Motion Picture and Sound Recording Industries,All Occupations,41930,19310,23330,30490,48520,79420
Louisiana,Motion Picture and Sound Recording Industries,All Occupations,67060,18970,26420,46640,86460,141720
Maine,Motion Picture and Sound Recording Industries,All Occupations,65770,31350,34660,41470,66300,169040
Maine,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,163970,33040,85820,201710,201710,201710
Maryland,Motion Picture and Sound Recording Industries,All Occupations,64210,31200,33960,45800,81190,120530
Maryland,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,155090,113920,133960,164150,169390,198430
Massachusetts,Motion Picture and Sound Recording Industries,All Occupations,77540,33090,34150,53880,97090,154920
Massachusetts,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,161940,50990,118810,124140,267990,273240
Michigan,Motion Picture and Sound Recording Industries,All Occupations,47740,25960,27590,32360,55180,94650
Michigan,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,83980,47710,53660,80640,106230,128510
Minnesota,Motion Picture and Sound Recording Industries,All Occupations,49960,24020,26260,30800,60580,99910
Mississippi,Motion Picture and Sound Recording Industries,All Occupations,30220,18960,20900,22950,32630,50410
Missouri,Motion Picture and Sound Recording Industries,All Occupations,50670,28600,28610,33880,57710,96270
Montana,Motion Picture and Sound Recording Industries,All Occupations,47200,22260,27570,34150,59570,80860
Nebraska,Motion Picture and Sound Recording Industries,All Occupations,39100,28080,28080,28240,38490,58290
Nevada,Motion Picture and Sound Recording Industries,All Occupations,69520,28170,34130,51320,80660,139450
Nevada,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,124240,57970,63630,100230,216020,220880
New Hampshire,Motion Picture and Sound Recording Industries,All Occupations,64200,28250,31030,45360,75510,111240
New Jersey,Motion Picture and Sound Recording Industries,All Occupations,81630,33290,37730,59960,109160,166370
New Mexico,Motion Picture and Sound Recording Industries,All Occupations,53000,27700,28810,45690,58360,84530
New York,Motion Picture and Sound Recording Industries,All Occupations,123360,39310,59200,87280,136920,200390
New York,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,127120,74990,80220,116760,167040,190950
New York,Motion Picture and Sound Recording Industries,Data Scientists,121360,82750,98090,132420,142240,164570
North Carolina,Motion Picture and Sound Recording Industries,All Occupations,54580,22830,26450,38000,63990,101490
North Dakota,Motion Picture and Sound Recording Industries,All Occupations,35630,21480,27240,31200,42520,51820
Ohio,Motion Picture and Sound Recording Industries,All Occupations,44590,23230,26450,29610,49870,86210
Ohio,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,92010,50520,77120,101310,106200,106200
Oklahoma,Motion Picture and Sound Recording Industries,All Occupations,36480,20320,22590,29030,42740,61360
Oregon,Motion Picture and Sound Recording Industries,All Occupations,80070,33510,38770,62460,102210,150620
Oregon,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,105860,49020,58810,88670,127320,165290
Pennsylvania,Motion Picture and Sound Recording Industries,All Occupations,60790,22240,27650,43040,76750,126230
Pennsylvania,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,73850,37440,45660,56500,80120,112270
Rhode Island,Motion Picture and Sound Recording Industries,All Occupations,70750,31200,33780,57090,99060,136360
South Carolina,Motion Picture and Sound Recording Industries,All Occupations,56540,21080,23720,37780,63390,131820
South Dakota,Motion Picture and Sound Recording Industries,All Occupations,42820,26260,26900,28250,48430,83820
Tennessee,Motion Picture and Sound Recording Industries,All Occupations,75530,23710,40220,60420,93810,135540
Tennessee,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,83310,45410,64800,78340,96530,132450
Texas,Motion Picture and Sound Recording Industries,All Occupations,46570,21870,24960,30400,53900,86540
Texas,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,115040,61970,67660,102060,170100,195940
Utah,Motion Picture and Sound Recording Industries,All Occupations,67950,23510,27000,48730,95580,133070
Utah,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,124400,80690,101350,132980,133940,164090
Utah,Motion Picture and Sound Recording Industries,Data Scientists,128060,102700,104700,133080,133110,133130
Vermont,Motion Picture and Sound Recording Industries,All Occupations,67620,29850,33540,45270,83200,156200
Virginia,Motion Picture and Sound Recording Industries,All Occupations,52020,27320,30150,37040,55160,95320
Virginia,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,88050,49930,56750,81140,109990,127330
Washington,Motion Picture and Sound Recording Industries,All Occupations,72600,35360,38280,49480,84590,143720
Washington,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,103070,60630,72710,93960,125640,158770
West Virginia,Motion Picture and Sound Recording Industries,All Occupations,41480,18750,20270,27590,35820,64280
Wisconsin,Motion Picture and Sound Recording Industries,All Occupations,41810,21740,22780,28200,49650,82580
Wisconsin,Motion Picture and Sound Recording Industries,Computer and Mathematical Occupations,81020,38970,47570,67230,104540,138610
Wyoming,Motion Picture and Sound Recording Industries,All Occupations,36820,21860,27420,29630,36850,53080
Guam,Motion Picture and Sound Recording Industries,All Occupations,25680,19240,19240,20860,26320,38890
Puerto Rico,Motion Picture and Sound Recording Industries,All Occupations,32480,21840,21840,25690,38400,48810
Alabama,Motion Picture and Video Industries,All Occupations,44260,20910,21840,27820,51870,81940
Alabama,Motion Picture and Video Industries,Computer and Mathematical Occupations,142070,76510,149990,163520,163520,163520
Alaska,Motion Picture and Video Industries,All Occupations,40020,28250,31200,35460,43510,54890
Arizona,Motion Picture and Video Industries,All Occupations,52800,30750,31610,36970,47680,85700
Arkansas,Motion Picture and Video Industries,All Occupations,36890,22940,24690,27990,41890,62460
California,Motion Picture and Video Industries,All Occupations,125870,36830,50590,98440,160510,297840
California,Motion Picture and Video Industries,Computer and Mathematical Occupations,123000,62260,78340,103180,167680,202990
California,Motion Picture and Video Industries,Database Administrators,142620,91510,98690,159100,161020,163420
California,Motion Picture and Video Industries,Database Architects,123680,51470,51480,130890,181120,205690
California,Motion Picture and Video Industries,Data Scientists,125780,52550,75130,127750,180670,201670
Colorado,Motion Picture and Video Industries,All Occupations,68640,31090,34580,44710,79170,139370
Colorado,Motion Picture and Video Industries,Computer and Mathematical Occupations,142580,78570,99470,146670,191980,191980
Connecticut,Motion Picture and Video Industries,All Occupations,113260,34750,45110,80010,141760,212430
Connecticut,Motion Picture and Video Industries,Computer and Mathematical Occupations,106450,44440,71030,102000,137660,172850
Delaware,Motion Picture and Video Industries,All Occupations,58550,31200,31200,34940,51820,106310
District of Columbia,Motion Picture and Video Industries,All Occupations,93460,36400,48540,81130,107710,170450
Florida,Motion Picture and Video Industries,All Occupations,59230,28220,29380,43490,69770,108050
Florida,Motion Picture and Video Industries,Computer and Mathematical Occupations,87070,47450,55660,76960,115890,140020
Georgia,Motion Picture and Video Industries,All Occupations,81070,25200,34820,66660,101780,154720
Georgia,Motion Picture and Video Industries,Computer and Mathematical Occupations,86960,47170,61760,79470,109950,135260
Idaho,Motion Picture and Video Industries,All Occupations,40420,22610,27060,31880,38830,75100
Illinois,Motion Picture and Video Industries,All Occupations,57680,31200,31320,36700,73620,100350
Illinois,Motion Picture and Video Industries,Computer and Mathematical Occupations,101210,58180,61810,63900,81200,320240
Indiana,Motion Picture and Video Industries,All Occupations,39290,22060,23350,27440,44570,66280
Indiana,Motion Picture and Video Industries,Computer and Mathematical Occupations,60280,48620,50480,55970,59140,88990
Iowa,Motion Picture and Video Industries,All Occupations,31740,16790,21510,26260,35360,56890
Kansas,Motion Picture and Video Industries,All Occupations,35170,22870,24970,28690,38140,64240
Kentucky,Motion Picture and Video Industries,All Occupations,40760,19040,23040,29620,47990,76020
Louisiana,Motion Picture and Video Industries,All Occupations,66640,18770,26410,46610,85940,139640
Maine,Motion Picture and Video Industries,All Occupations,65150,31350,34590,40860,64260,169040
Maine,Motion Picture and Video Industries,Computer and Mathematical Occupations,163970,33040,85820,201710,201710,201710
Maryland,Motion Picture and Video Industries,All Occupations,62260,31200,33700,44540,79990,117110
Massachusetts,Motion Picture and Video Industries,All Occupations,77230,33000,34110,52190,97090,154990
Massachusetts,Motion Picture and Video Industries,Computer and Mathematical Occupations,162760,50990,118810,124140,267990,273240
Michigan,Motion Picture and Video Industries,All Occupations,47210,25960,27560,32310,54660,93300
Michigan,Motion Picture and Video Industries,Computer and Mathematical Occupations,85320,48030,57590,82020,106230,128510
Minnesota,Motion Picture and Video Industries,All Occupations,44270,24020,26220,29590,47720,84110
Missouri,Motion Picture and Video Industries,All Occupations,49900,28600,28600,33660,55680,94360
Montana,Motion Picture and Video Industries,All Occupations,46380,22260,26640,33620,58280,80650
Nebraska,Motion Picture and Video Industries,All Occupations,38850,28080,28080,28230,37850,58000
Nevada,Motion Picture and Video Industries,All Occupations,69480,28170,34030,49970,80490,139920
Nevada,Motion Picture and Video Industries,Computer and Mathematical Occupations,135620,57970,82820,108340,216040,221870
New Hampshire,Motion Picture and Video Industries,All Occupations,63520,28250,30850,45070,75480,109080
New Jersey,Motion Picture and Video Industries,All Occupations,81300,32950,37620,59560,109080,163840
New Mexico,Motion Picture and Video Industries,All Occupations,52440,27650,28520,43990,57730,84040
New York,Motion Picture and Video Industries,All Occupations,122880,38430,58630,86050,136280,197260
New York,Motion Picture and Video Industries,Computer and Mathematical Occupations,130010,74990,82750,130040,167530,194990
New York,Motion Picture and Video Industries,Data Scientists,131890,103040,124830,133070,142240,165110
North Carolina,Motion Picture and Video Industries,All Occupations,53990,22670,26070,37040,63990,101250
North Dakota,Motion Picture and Video Industries,All Occupations,35420,21480,27240,31200,42420,51650
Ohio,Motion Picture and Video Industries,All Occupations,43310,23220,26310,29170,47790,83460
Ohio,Motion Picture and Video Industries,Computer and Mathematical Occupations,92010,50520,77120,101310,106200,106200
Oklahoma,Motion Picture and Video Industries,All Occupations,35850,20270,22500,29030,42530,61360
Oregon,Motion Picture and Video Industries,All Occupations,79940,33510,37320,61370,102380,152720
Oregon,Motion Picture and Video Industries,Computer and Mathematical Occupations,107670,49020,50090,88670,129990,165290
Pennsylvania,Motion Picture and Video Industries,All Occupations,61620,22240,27400,42650,77510,126240
